property_name,additional_info,address,area,city,hotel_category,hotel_facilities,hotel_star_rating,province,review_count_by_category,room_count,room_facilities,room_type,site_review_rating,state
Aurick Hotel,Room Service|Internet Access|Gym/Spa|Restaurant|Free Internet,"# 598, 15th Cross, 35th Main,6th Phase, JP Nagar",Jp Nagar,Bangalore,regular,Airport Transfer Available / Surcharge|Bar / Lounge |Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Power Backup|Internet Access Free|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility,4,Bangalore,positive reviews::75|critical reviews::11|reviews with images::12,47,"Room Service |Air Conditioning |Bathrobe (on request) |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Hairdryer (on request)|Iron / Ironing board available|Tea Coffee Kettle / Maker|Mini bar - On Charge |Internet Connection In Room|Telephone|Remote Controlled Lights and Fan|Shower Facility Available|Breakfast Available (surcharge)|Newspapers|Reading Lamps|Shower Caps Available|Mineral Water|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Slippers|Premium Amenities / Toiletries|Shaving Kit /Dental Kit|Moisturiser|Handheld Showers|Safe - In - Room |Coffee Table|Wardrobe|HD / LCD Satellite TV |Sofa Table / Extra Seats |Snacks / Beverage|International Switch Plugs (on request)|Soundproof Windows|TV|Mirror|Mini Refrigerator|Utensils (on request)|Luggage Rack|Attached Bathroom",Premium Room,4,Karnataka
Anugraha Deluxe Hotel,,"Near Bus Stand, Station Road, Bagalkot, Karnataka PIN 587101",Near Bus Stand,Bagalkot,regular,Doctor on Call|Lobby|Non Smoking Rooms|Front Desk|24 Hour Front Desk|Power Backup,1,Bagalkot,,20,Room Service |Cable / Satellite / Pay TV available|Video/ DVD/ CD Player Available|Ceiling Fan|Ensuite / Private Bathroom|Heating Facility (on request) |Tea Coffee Kettle / Maker|Full Kitchen|Kitchenette| Hot / Cold Running Water|Housekeeping|Desk in Room|Toiletries,Non AC Room,,Karnataka
Best Western Plus Ekobarn,Room Service|Internet Access|Gym/Spa|Swimming Pool|Restaurant|Free Internet,"Near New Bus Terminal, Main Road,Kalpetta, Wayanad",Kalpetta,Wayanad,regular,"Swimming Pool|Airport Transfer Available / Surcharge|Banquet Facilities|Business Center |Currency Exchange|Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Internet Access - Surcharge|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Spa On Site - Chargeable|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Air-Conditioning - Central|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Gardens|Wake-up Call / Service|Separate Sitting Area|Coffee Shop / Cafe|Electronic / Magnetic Keys|Fire Place Available |Wheelchair Accessibility - Room|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Vegetarian Food / Jain Food Available|Village Visit ( Chargeable )|Car Rental|Taxi Services|Food Facility|Internet Access Free|Newspapers In Lobby|Party hall|Air / Rail Booking|Baggage Room|Guide / Sightseeing Service|Adjoining Rooms|Outdoor Parking - Secured|Parking Facility",4,Wayanad,positive reviews::64|critical reviews::8|reviews with images::14,5,"Room Service |Air Conditioning |Alarm Clock|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Hairdryer (on request)|Tea Coffee Kettle / Maker|Mini bar - On Charge |Internet Connection In Room|Refrigerator|Telephone|Shower Facility Available|Reading Lamps|Shower Caps Available|Mineral Water|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Makeup / Shaving Mirror|Slippers|Premium Amenities / Toiletries|Shaving Kit /Dental Kit|Moisturiser|Safe - In - Room |Separate Bathtubs And Shower|Coffee Table|Wardrobe|HD / LCD Satellite TV |Sofa Table / Extra Seats |Split A.C's|International Switch Plugs (on request)|Soft Bar|TV|Mirror|Mini Refrigerator|Luggage Rack|Attached Bathroom",Premium Double Room with Breakfast,4.3,Kerala
Aura Vaseela,Room Service|Swimming Pool|Restaurant,"Village Nadiali, P.O. Dharamgarh, Near Nabha Sabhib Gurudwara, Ajitgarh, Chandigarh",Others,Chandigarh,regular,Swimming Pool|Bar / Lounge |Doctor on Call|Dry Cleaning|Laundry Service Available|Multi Cuisine Restaurant |Sauna|Conference Facility,0,Chandigarh,positive reviews::0|critical reviews::1|reviews with images::0,9,Room Service |Air Conditioning |Cable / Satellite / Pay TV available|Ceiling Fan|Telephone|Mineral Water| Hot / Cold Running Water,Cottage Rooms,1.6,Punjab
Anupam Resorts,Room Service|Restaurant,"Naddi, Dal Lake, Mcleod Ganj",Village Naddi,Mcleodganj,regular,Doctor on Call|Dry Cleaning|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Coffee Shop / Cafe|Children's Park|Room Service (24 Hours),2,Mcleodganj,positive reviews::10|critical reviews::2|reviews with images::4,29,Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ensuite / Private Bathroom|Telephone| Hot / Cold Running Water,Deluxe Room,4.1,Himachal Pradesh
Atharv Coastal End Guest House,Room Service|Internet Access,"Near La calypso casino, Saunta Waddo, Baga Beach",Baga Area,Goa,regular,Airport Transfer Available / Surcharge|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Locker Facility|Luggage Storage|Power Backup|Smoking Rooms|Kitchen available (home cook food on request)| Bike on Rent|Car Rental|Taxi Services|Food Facility|Spa Services Nearby| Cook Services|Baggage Room|Outdoor Parking - Non Secured|Parking Facility|Room Service|CCTV,0,Goa,positive reviews::2|critical reviews::1|reviews with images::2,6,Split A.C's,Standard A/C Room,3.4,Goa
Badrish,Room Service|Restaurant,Badrish Hotal Near Tapowan Choki,Laxman Jhula Area,Rishikesh,regular,Doctor on Call|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Medical Assistance Available|Parking Facility|Room Service,2,Rishikesh,,5,Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Telephone| Hot / Cold Running Water|Housekeeping,Deluxe Ac Room,,Uttarakhand
Balaji Inn,Room Service,"Adjacent Chakravarthy Theater, KPT St, Siva Nagar, Dharmavaram,Anantapu",Siva Nagar,Anantapur,regular,Doctor on Call|Lobby|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Power Backup|Room Service (24 Hours)|Parking Facility|Room Service,0,Anantapur,,18,Room Service |Air Conditioning |Alarm Clock|Bathrobe (on request) |Basic Bathroom Amenities|Ceiling Fan| Hot / Cold Running Water|Housekeeping|Desk in Room|Window Opens|Mirror|Rooms with Attached Bathrooms|Sanitary Bin|Sufficient Lighting,Suite Room,,Andhra Pradesh
Ashokas Naini Chalet,Room Service|Swimming Pool|Restaurant,"Kilbury Forest Road,  Village Pangot, Nainital (approx 13Kms from Town)",Village Pangot,Nainital,regular,Swimming Pool|Beauty Salon - on charge|Billiards|Bowling|Doctor on Call|Games Zone|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Non Smoking Hotel|Spa On Site - Chargeable|Table Tennis|24 Hour Front Desk|Doorman|Medical Assistance Available|Welcome Drinks|Power Backup|Gardens|Audio - Visual Equipment|Catering|Porter / Bellhop|Suitable For Children|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Kitchen available (home cook food on request)|Multi - Line Phone|Pool Table|Discotheque |Clubhouse|Open Air Restaurant / Dining |Fun Floats|Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Car Rental|Taxi Services|Board Room|Food Facility|Newspapers In Lobby|Postal / Parcel Services|Room Service (24 Hours)|Spa Services Nearby| Cook Services|Air / Rail Booking|Courier Service|Outdoor Parking - Secured|Parking Facility|Restaurant|Room Service|Fire Exit Signs|Full Time Operation for All 7 Days|Porter Services Available|Public Restrooms|Speciality Restaurant |Suites,4,Nainital,positive reviews::18|critical reviews::5|reviews with images::4,30,Room Service |Air Conditioning |Alarm Clock|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Crockery / Cutlery|Hairdryer (on request)|Telephone|Shower Facility Available|Breakfast Available (surcharge)|Newspapers|Shower Caps Available|Mineral Water| Hot / Cold Running Water|Housekeeping|Breakfast Available|Toiletries|Window Opens|Sofa Cum Bed Available|Primium Bathrooms|Shaving Kit /Dental Kit|Safe - In - Room |Coffee Table|Wardrobe|HD / LCD Satellite TV |Sofa Table / Extra Seats |TV|Bathrobes|Mirror|Luggage Rack|Attached Bathroom|Daily Room Cleaning|Do-Not-Disturb Notice|Modern Toilet Facilities|Western Toilet Seat,chalet,3.5,Uttarakhand
Apex Residency,Room Service|Internet Access|Free Internet,"#1, V H Road, Palakkad 678701",English Church Road,Palakkad,regular,Doctor on Call|Dry Cleaning|Parking Facilities Available|Front Desk|Locker Facility|24 Hour Front Desk|Luggage Storage|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility|Internet Access|Room Service|Fire Safety|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Public Restrooms,0,Palakkad,,17,"Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Telephone|Newspapers|Reading Lamps|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|TV|Mirror|Luggage Rack|Attached Bathroom|Curtains/Shades|Daily Room Cleaning|Do-Not-Disturb Notice|Dustbins|In-Room Safe",Standard Room,,Kerala
Bens Houseboats 4 Bed Room A/c DLX (4),,"S.N Junction, Punnamada, Alappuzha",Finishing Point Road,Alleppey,regular,Power Backup|Fire Safety,0,Alleppey,,4,"Video/ DVD/ CD Player Available|Ceiling Fan|Kitchenette|Newspapers|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|Air Cooler|Pillow menu|TV|Attached Bathroom|Daily Room Cleaning|Do-Not-Disturb Notice|Dustbins|Ice Bucket on Demand",4 Bed Room A/c DLX 8 PAX,,Kerala
BE MY GUEST,Room Service,shahi hamdan colony zukroo,Others,Srinagar,regular,Ballroom|Parking Facilities Available|Front Desk|Parking Facility|Room Service|First-Aid Kit at Front Desk,0,Srinagar,,6,,deluxe room Double,,Jammu and Kashmir
AVNB Towers,Room Service|Free Internet,"No.7.Dharga Road, Pallavaram,","Airport Area, Pallavaram",Chennai,regular,Parking Facilities Available|Front Desk|Internet Access Free|Room Service (24 Hours)|Parking Facility,2,Chennai,positive reviews::87|critical reviews::32|reviews with images::6,20,Room Service |Air Conditioning |Basic Bathroom Amenities|Telephone|Newspapers|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Breakfast Available|Toiletries|Coffee Table|HD / LCD Satellite TV |Mirror|Attached Bathroom,Executive Room,3.6,Tamil Nadu
ATITHI RESIDENCY - MARTHAHALLI,Room Service|Free Internet,"No 6/16, munnekolalu extention, ashwathnagar, varthur hobli",Marathahalli,Bangalore,regular,Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Locker Facility|Power Backup|Transfers Available|Internet Access Free|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Room Service|Speciality Restaurant,0,Bangalore,positive reviews::3|critical reviews::0|reviews with images::0,22,Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Video/ DVD/ CD Player Available|Ceiling Fan|Internet Connection In Room|Newspapers| Hot / Cold Running Water|Housekeeping|Breakfast Available|HD / LCD Satellite TV |TV|Mirror|Luggage Rack|Attached Bathroom|Dustbins,EXECUTIVE AC ROOM,4.3,Karnataka
AROMA,Restaurant,"122 / 3, Near Bharma Temple",Brahma Temple Area,Pushkar,regular,Doctor on Call|Multi Cuisine Restaurant,0,Pushkar,positive reviews::2|critical reviews::0|reviews with images::0,14,Cable / Satellite / Pay TV available|Ensuite / Private Bathroom,NON Ac Room,4.1,Rajasthan
Bahar Homestay,Room Service,"Gimhavne, Dapoli",Gihavane,Dapoli Camp,regular,Doctor on Call|Parking Facilities Available|Front Desk|Power Backup|Gardens|Parking Facility|Room Service|Speciality Restaurant,0,Dapoli Camp,,2,"Alarm Clock|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Telephone| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Moisturiser|TV|Mirror|Attached Bathroom|Clothes Hook in Bathroom|Dustbins",standard room,,Maharashtra
BEACH HOTEL,Room Service,"Beach Road, Calicut Pin - 673 032 Kerala, India",Kappad Beach,Calicut,regular,Doctor on Call|Dry Cleaning|Lift / Elevator|Lobby|24 Hour Front Desk|Room Service,0,Calicut,,6,Room Service |Air Conditioning |Alarm Clock|Ceiling Fan|Clothes Dryer|Tea Coffee Kettle / Maker|Telephone|Toiletries,Palliyara with Beach View Balcony,,Kerala
Arjun Villa,Internet Access,"House No. 681/1 , Demello Vaddo,Anjuna Beach Road,4th lane left from Starco Junction,Anjuna- Goa.",Candolim Area,Goa,regular,Doctor on Call|Internet Access - Surcharge|Parking Facilities Available,0,Goa,positive reviews::4|critical reviews::0|reviews with images::0,2,,Non AC Room,4.4,Goa
Awesome Palace,Room Service|Free Internet,"christain basti , opposite passport seva kendra, walford",G.S. Road,Guwahati,regular,Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Locker Facility|Power Backup|Multi Lingual Staff|Kitchen available (home cook food on request)|Vegetarian Food / Jain Food Available|Food Facility|Internet Access Free|Party hall|Outdoor Parking - Secured|Parking Facility|Room Service|Suites,3,Guwahati,positive reviews::1|critical reviews::0|reviews with images::0,16,Air Conditioning |Basic Bathroom Amenities|Ceiling Fan|Ensuite / Private Bathroom|Refrigerator|Mineral Water|TV|Mirror|Complete Bedding|Curtains/Shades|Dustbins|Room Door Fitted with Lock and Key|Rooms with Attached Bathrooms|Sanitary Bin|Sufficient Lighting,Awesome Stay double,4,Assam
Arpanaa Hotel,Room Service|Restaurant|Free Internet,"No.7 Sriram Nagar, Polur Road",Athiyanthal Village,Tiruvannamalai,regular,"Babysitting/ Child Care (surcharge)|Banquet Facilities|Currency Exchange|Doctor on Call|Dry Cleaning|Gift Shop |Laundry Service Available|Lift / Elevator|Lobby|Front Desk|Multi Cuisine Restaurant |Locker Facility|Non Smoking Hotel|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Welcome Drinks|Power Backup|Multi Lingual Staff|Wake-up Call / Service|Access Via Exterior Corridors|Multi - Line Phone|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Transfers Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Express Laundry|Meditation Room| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Party hall|RO Water Purification System|Parking Facility",3,Tiruvannamalai,positive reviews::32|critical reviews::3|reviews with images::4,18,"Room Service |Air Conditioning |Balcony / Terrace|Cable / Satellite / Pay TV available|Ceiling Fan|Hairdryer (on request)|Iron / Ironing board available|Tea Coffee Kettle / Maker|Mini bar - On Charge |Internet Connection In Room|Telephone|Newspapers|Mineral Water|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Makeup / Shaving Mirror|Slippers|Premium Amenities / Toiletries|Shaving Kit /Dental Kit|Wardrobe|Split A.C's|TV|Mirror|Mini Refrigerator|Stationery Kit|Attached Bathroom|Closet|Daily Room Cleaning|Dustbins",Superior Double Room,4.5,Tamil Nadu
Athidhi Guest House,Room Service,"Flat no 308,Block 2,Sarada Apartments II, Next lane to Axis Bank, Road No.1, Banjara Hills",Banjara Hills Area,Hyderabad,regular,Laundry Service Available|Medical Assistance Available|Suitable For Children|Room Service,0,Hyderabad,,3,Room Service |Air Conditioning |Housekeeping|Breakfast Available,Deluxe Room,,Andhra Pradesh
Astoria Hotel,Room Service|Restaurant|Free Internet,"J. Tata Road, Churchgate Reclamation   Opp Eros Cinema mumbai 400020",Marine Lines,Mumbai,regular,Doctor on Call|Lobby|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Power Backup|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Restaurant,3,Mumbai,,73,"Room Service |Air Conditioning |Alarm Clock|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Hairdryer (on request)|Iron / Ironing board available|Tea Coffee Kettle / Maker|Internet Connection In Room|Telephone|Breakfast Available (surcharge)|Newspapers|Reading Lamps|Shower Caps Available|Mineral Water|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|Window Opens|Makeup / Shaving Mirror|Premium Amenities / Toiletries|Shaving Kit /Dental Kit|Moisturiser|Safe - In - Room |Coffee Table|HD / LCD Satellite TV |Split A.C's|International Switch Plugs (on request)|TV|Room Heater|Mirror|Mini Refrigerator|Electronic Weighing Machine|Attached Bathroom",Standard Room,,Maharashtra
Bhagirathi Palace,Room Service|Internet Access|Free Internet,Badrinath Road Tapovan Rishikesh,Tapovan,Rishikesh,regular,Airport Transfer Available / Surcharge|Currency Exchange|Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Express Check-In / Check-Out|Wake-up Call / Service|Suitable For Children|Smoking Rooms|Fax Machine|Kitchen available (home cook food on request)| Bike on Rent|Vegetarian Food / Jain Food Available|Car Rental|Taxi Services|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Postal / Parcel Services|Family Room|Room Service (24 Hours)|Air / Rail Booking|STD / ISD|Courier Service|Laptop Available on Hire|Internet / Fax (Reception area only)|Parking Facility|Internet Access|Room Service|Trekking|CCTV|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Hotel Trading License|Paid Transfers|Stamps and Mailing Facility,2,Rishikesh,positive reviews::16|critical reviews::8|reviews with images::3,15,Room Service |Air Conditioning |Basic Bathroom Amenities|Ceiling Fan|Hairdryer (on request)|Heating Facility (on request) |Telephone|Breakfast Available (surcharge)|Newspapers| Hot / Cold Running Water|Housekeeping|Toiletries|Makeup / Shaving Mirror|Hill View from all Rooms|HD / LCD Satellite TV |Soundproof Windows|TV|Attached Bathroom|Daily Room Cleaning|Ice Bucket on Demand|Modern Toilet Facilities|Phone Messaging Services|Room with Window/Ventilation|Rooms with Attached Bathrooms|Western Toilet Seat,Semi Deluxe AC Rooms,3.1,Uttarakhand
Arihant Guest House.,,"Behind sardar petrol pump, kampoo, lashkar gwalior",Lashkar,Gwalior,regular,Doctor on Call|Front Desk|24 Hour Front Desk|Parking Facility,0,Gwalior,positive reviews::8|critical reviews::4|reviews with images::3,12,Room Service |Basic Bathroom Amenities|Ceiling Fan|Ensuite / Private Bathroom| Hot / Cold Running Water|Housekeeping|Desk in Room|Breakfast Available|Toiletries|TV|Mirror|Dustbins|Sufficient Lighting,Cooler Room,2.7,Madhya Pradesh
Avadh INN,,"2/372, Vishal Khand, Gomti Nagar Lucknow, Lucknow - 226001, Near CMS",Gomti Nagar,Lucknow,regular,,0,Lucknow,positive reviews::11|critical reviews::2|reviews with images::3,13,,AC Room,3.8,Uttar Pradesh
Athithi Homes,Free Internet,"No. 8 Kumaranasan Nagar, Kadavanthra, Kochi",Ernakulam,Ernakulam,regular,Laundry Service Available|Parking Facilities Available|Power Backup|Internet Access Free|Parking Facility,0,Ernakulam,,2,Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan| Hot / Cold Running Water|TV,Non A/C Room,,Kerala
Bens Houseboats 4 Bed Room A/c DLX (2),,"S.N Junction, Punnamada, Alappuzha",Finishing Point Road,Alleppey,regular,Power Backup|Fire Safety,0,Alleppey,,4,Ceiling Fan|Kitchenette,4 Bed Room A/c DLX 8 PAX,,Kerala
Antares Beach Resort,Internet Access|Restaurant|Swimming Pool,"Small Vagator Beach, Vagator Bardez Goa",Anjuna Area,Goa,regular,"Swimming Pool|Airport Transfer Available / Surcharge|Bar / Lounge |Currency Exchange|Doctor on Call|Laundry Service Available|Night Club|Non Smoking Rooms|Front Desk|Locker Facility|Major Credit Cards Accepted|Welcome Drinks|Power Backup|Gardens|Wake-up Call / Service|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Veranda|Open Air Restaurant / Dining | Bike on Rent|Car Rental|Taxi Services|Newspapers In Lobby|Baggage Room|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Fire Safety",0,Goa,positive reviews::9|critical reviews::2|reviews with images::4,10,,Ocean Classic,3.9,Goa
Backpacker Panda Jaipur,Internet Access|Restaurant|Free Internet,"MI Road, Opp Om Towers, next to ICICI Bank ATM",M I Road,Jaipur,regular,Doctor on Call|Dry Cleaning|Games Zone|Laundry Service Available|Library|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Power Backup|Audio - Visual Equipment|Wake-up Call / Service|Coffee Shop / Cafe|Smoking Rooms|Veranda| Bike on Rent|Car Rental|Express Laundry|Food Facility|Internet Access Free|Newspapers In Lobby|Family Room|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Internet Access|Recreation Zone,2,Jaipur,positive reviews::56|critical reviews::4|reviews with images::19,41,Air Conditioning |Alarm Clock|Cable / Satellite / Pay TV available|Ceiling Fan|Crockery / Cutlery|Ensuite / Private Bathroom|Full Kitchen|Kitchenette|Microwave Oven Available |Refrigerator|Stove / Oven|Toaster|Washing machine|Breakfast Available (surcharge)|Reading Lamps| Hot / Cold Running Water|Makeup / Shaving Mirror|Safe - In - Room |Snacks / Beverage|Sandwich Maker|TV|Mirror|Luxurious Feather Mattresses|Mini Refrigerator|Utensils (on request)|Movies &amp; Games on demand|Dressing Area|Luggage Rack|Attached Bathroom,AC Private Ensuite,4.4,Rajasthan
Avasa Hotel,Room Service|Free Internet,"A-23, Sector 51, Near Community Center, Noida",Sector 51,Noida,regular,Laundry Service Available|Parking Facilities Available|Front Desk|Locker Facility|24 Hour Front Desk|Medical Assistance Available|Welcome Drinks|Power Backup|Suitable For Children|Car Rental|Food Facility|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Room Service|Full Time Operation for All 7 Days|Security at All Hotel Entrances,0,Noida,positive reviews::0|critical reviews::2|reviews with images::0,5,"Room Service |Air Conditioning |Alarm Clock|Balcony / Terrace|Basic Bathroom Amenities|Crockery / Cutlery|Iron / Ironing board available|Kitchenette|Internet Connection In Room|Refrigerator|Telephone|Toaster|Newspapers|Mineral Water|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Slippers|Safe - In - Room |Bidet|Coffee Table|Wardrobe|HD / LCD Satellite TV |Split A.C's|Snacks / Beverage|Soundproof Windows|Room Heater|Mirror|Luxurious Feather Mattresses|Custom Duvets / Linen|Mini Refrigerator|Utensils (on request)|Work Station|Dressing Area|Luggage Rack|Attached Bathroom|Closet|Bedside Table|Clothes Hook in Bathroom|Complete Bedding|Curtains/Shades|Daily Room Cleaning|Do-Not-Disturb Notice|Dustbins|Extra Toilteries on Demand|Ice Bucket on Demand|In-room Storage Space|In-Room Safe|Modern Toilet Facilities|Room Door Fitted with Lock and Key|Room with Window/Ventilation|Rooms with Attached Bathrooms|Sanitary Bin|Sufficient Lighting|Western Toilet Seat",Standard Room,1.3,Uttar Pradesh
